Source,Chart Type,Song Chart or Album Chart?,Chart Name,URL,URL 2 (shazam: 20160228; radio callouts - most recent Thursday: m%2Fd%2Fyyyy),URL 3,Login Username,Login Password,Note,Chart Name 2
Shazam Mobile Proxy URL,Shazam,Song,New York City,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/5128581,,,,NY
Shazam Mobile Proxy URL,Shazam,Song,Los Angeles,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/5368361,,,,CA
Shazam Mobile Proxy URL,Shazam,Song,Chicago,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/4887398,,,,IL
Shazam Mobile Proxy URL,Shazam,Song,Brooklyn,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/5110302,,,,NY
Shazam Mobile Proxy URL,Shazam,Song,Borough of Queens,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/5133273,,,,NY
Shazam Mobile Proxy URL,Shazam,Song,Houston,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/4699066,,,,TX
Shazam Mobile Proxy URL,Shazam,Song,Philadelphia,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/4560349,,,,PA
Shazam Mobile Proxy URL,Shazam,Song,Manhattan,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/5125771,,,,NY
Shazam Mobile Proxy URL,Shazam,Song,Phoenix,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/5308655,,,,AZ
Shazam Mobile Proxy URL,Shazam,Song,The Bronx,https://cdn.shazam.com/shazam/v2/en/US/-/-/chart/geo-city/1month/-/-/,+todayformattednodash+,/5110266,,,,NY
